#,fault_id,created,message,updated,url
4820,36092,2022-05-08 16:34:41.312000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/%cf%80%cf%81%ce%bf%cf%83%cf%86%ce%bf%cf%81%ce%ad%cf%82-novibet-%cf%84%ce%b1-%ce%bc%ce%b5%ce%b3%ce%ac%ce%bb%ce%b1-%cf%80%ce%bf%ce%b4%ce%bf%cf%83%"
4821,36100,2022-05-08 16:34:41.495000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/novileague-%ce%ba%cf%85%cf%81%ce%b9%ce%b1%ce%ba%ce%ae-%cf%80%ce%bf%cf%85-%ce%ba%cf%81%ce%af%ce%bd%ce%b5%ce%b9-%cf%80%ce%bf%ce%bb%ce%bb%ce%ac-%ce"
4822,36112,2022-05-08 16:34:42.557000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/%cf%80%cf%81%ce%bf%cf%83%cf%86%ce%bf%cf%81%ce%ad%cf%82-novibet-%cf%84%ce%b1-%ce%bc%ce%b5%ce%b3%ce%ac%ce%bb%ce%b1-%cf%80%ce%bf%ce%b4%ce%bf%cf%83%"
4823,36120,2022-05-08 16:34:42.724000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/novileague-%ce%ba%cf%85%cf%81%ce%b9%ce%b1%ce%ba%ce%ae-%cf%80%ce%bf%cf%85-%ce%ba%cf%81%ce%af%ce%bd%ce%b5%ce%b9-%cf%80%ce%bf%ce%bb%ce%bb%ce%ac-%ce"
4824,36132,2022-05-08 16:34:44.829000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/%cf%80%cf%81%ce%bf%cf%83%cf%86%ce%bf%cf%81%ce%ad%cf%82-novibet-%cf%84%ce%b1-%ce%bc%ce%b5%ce%b3%ce%ac%ce%bb%ce%b1-%cf%80%ce%bf%ce%b4%ce%bf%cf%83%"
4825,36140,2022-05-08 16:34:45.015000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/novileague-%ce%ba%cf%85%cf%81%ce%b9%ce%b1%ce%ba%ce%ae-%cf%80%ce%bf%cf%85-%ce%ba%cf%81%ce%af%ce%bd%ce%b5%ce%b9-%cf%80%ce%bf%ce%bb%ce%bb%ce%ac-%ce"
4826,36151,2022-05-08 16:34:46.084000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/%cf%80%cf%81%ce%bf%cf%83%cf%86%ce%bf%cf%81%ce%ad%cf%82-novibet-%cf%84%ce%b1-%ce%bc%ce%b5%ce%b3%ce%ac%ce%bb%ce%b1-%cf%80%ce%bf%ce%b4%ce%bf%cf%83%"
4827,36154,2022-05-08 16:34:46.158000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/novileague-%ce%ba%cf%85%cf%81%ce%b9%ce%b1%ce%ba%ce%ae-%cf%80%ce%bf%cf%85-%ce%ba%cf%81%ce%af%ce%bd%ce%b5%ce%b9-%cf%80%ce%bf%ce%bb%ce%bb%ce%ac-%ce"
4828,36155,2022-05-08 16:34:47.460000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/%cf%80%cf%81%ce%bf%cf%83%cf%86%ce%bf%cf%81%ce%ad%cf%82-novibet-%cf%84%ce%b1-%ce%bc%ce%b5%ce%b3%ce%ac%ce%bb%ce%b1-%cf%80%ce%bf%ce%b4%ce%bf%cf%83%"
4829,36156,2022-05-08 16:34:47.480000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/novileague-%ce%ba%cf%85%cf%81%ce%b9%ce%b1%ce%ba%ce%ae-%cf%80%ce%bf%cf%85-%ce%ba%cf%81%ce%af%ce%bd%ce%b5%ce%b9-%cf%80%ce%bf%ce%bb%ce%bb%ce%ac-%ce"
4830,36157,2022-05-08 16:34:49.712000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/%cf%80%cf%81%ce%bf%cf%83%cf%86%ce%bf%cf%81%ce%ad%cf%82-novibet-%cf%84%ce%b1-%ce%bc%ce%b5%ce%b3%ce%ac%ce%bb%ce%b1-%cf%80%ce%bf%ce%b4%ce%bf%cf%83%"
4831,36158,2022-05-08 16:34:49.728000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/novileague-%ce%ba%cf%85%cf%81%ce%b9%ce%b1%ce%ba%ce%ae-%cf%80%ce%bf%cf%85-%ce%ba%cf%81%ce%af%ce%bd%ce%b5%ce%b9-%cf%80%ce%bf%ce%bb%ce%bb%ce%ac-%ce"
4832,36159,2022-05-08 16:34:50.939000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/%cf%80%cf%81%ce%bf%cf%83%cf%86%ce%bf%cf%81%ce%ad%cf%82-novibet-%cf%84%ce%b1-%ce%bc%ce%b5%ce%b3%ce%ac%ce%bb%ce%b1-%cf%80%ce%bf%ce%b4%ce%bf%cf%83%"
4833,36160,2022-05-08 16:34:50.953000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://mobile.matchmoney.com.gr/prosfores/novileague-%ce%ba%cf%85%cf%81%ce%b9%ce%b1%ce%ba%ce%ae-%cf%80%ce%bf%cf%85-%ce%ba%cf%81%ce%af%ce%bd%ce%b5%ce%b9-%cf%80%ce%bf%ce%bb%ce%bb%ce%ac-%ce"
4834,36276,2022-05-08 16:36:54.841000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,sent-miren-reintzers-10-4-22-14-00-prognostika-stoichimatos
4835,36277,2022-05-08 16:36:55.181000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,ntegkerfors-chaken-9-4-22-18-30-prognostika-stoichimatos
4836,36278,2022-05-08 16:36:55.442000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,soyntsval-chamarmpi-9-4-22-16-00-prognostika-stoichimatos
4837,36279,2022-05-08 16:36:55.796000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,tontela-sportingk-9-4-22-22-30-prognostika-stoichimatos
4838,36280,2022-05-08 16:36:56.132000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,mpenfika-mpelenenses-9-4-22-20-00-prognostika-stoichimatos
4839,36281,2022-05-08 16:36:56.428000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,ponte-preta-gkremio-9-4-22-22-30-prognostika-stoichimatos
4840,36282,2022-05-08 16:36:56.776000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,pasos-fereira-maritimo-9-4-22-17-30-prognostika-stoichimatos
4841,36283,2022-05-08 16:36:57.086000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,sapekoense-itoyano-9-4-22-22-00-prognostika-stoichimatos
4842,36284,2022-05-08 16:36:57.438000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,inter-maiami-nioy-ingklant-9-4-22-22-00-prognostika-stoichimatos
4843,36285,2022-05-08 16:36:57.776000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,oyn-katolika-la-serena-10-4-22-03-00-prognostika-stoichimatos
4844,36286,2022-05-08 16:36:59.160000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,amperntin-ros-kaoynti-9-4-22-17-00-prognostika-stoichimatos
4845,36287,2022-05-08 16:36:59.466000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,mpagern-aoygksmpoyrgk-9-4-22-16-30-prognostika-stoichimatos
4846,36288,2022-05-08 16:36:59.801000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,panaitolikos-atromitos-9-4-22-20-30-prognostika-stoichimatos
4847,36289,2022-05-09 12:53:56.903000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,amperntin-ros-kaoynti-9-4-22-17-00-prognostika-stoichimatos
4848,36290,2022-05-09 12:53:58.290000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,pasos-fereira-maritimo-9-4-22-17-30-prognostika-stoichimatos
4849,36291,2022-05-09 12:53:59.573000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,inter-maiami-nioy-ingklant-9-4-22-22-00-prognostika-stoichimatos
4850,36292,2022-05-09 12:53:59.943000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,amperntin-ros-kaoynti-9-4-22-17-00-prognostika-stoichimatos
4851,36293,2022-05-09 12:54:00.327000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,pasos-fereira-maritimo-9-4-22-17-30-prognostika-stoichimatos
4852,36296,2022-05-09 12:56:11.447000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%bd%cf%84%ce%b5-%ce%b3%ce%ba%cf%81%ce%b1%ce%b1%cf%86%cf%83%cf%84%cf%83%ce%b1%cf%80-%cf%86%ce%ba-%ce%b1"
4853,36312,2022-05-09 12:56:12.523000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%bd%cf%84%ce%b5-%ce%b3%ce%ba%cf%81%ce%b1%ce%b1%cf%86%cf%83%cf%84%cf%83%ce%b1%cf%80-%cf%86%ce%ba-%ce%b1"
4854,36350,2022-05-09 12:57:45.554000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,sent-miren-reintzers-10-4-22-14-00-prognostika-stoichimatos
4855,36351,2022-05-09 12:57:46.985000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,ntegkerfors-chaken-9-4-22-18-30-prognostika-stoichimatos
4856,36352,2022-05-09 12:57:48.421000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,soyntsval-chamarmpi-9-4-22-16-00-prognostika-stoichimatos
4857,36353,2022-05-09 12:57:49.963000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,tontela-sportingk-9-4-22-22-30-prognostika-stoichimatos
4858,36354,2022-05-09 12:57:51.312000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,mpenfika-mpelenenses-9-4-22-20-00-prognostika-stoichimatos
4859,36355,2022-05-09 12:57:54.259000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,ponte-preta-gkremio-9-4-22-22-30-prognostika-stoichimatos
4860,36356,2022-05-09 12:57:54.634000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,pasos-fereira-maritimo-9-4-22-17-30-prognostika-stoichimatos
4861,36357,2022-05-09 12:57:55.996000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,sapekoense-itoyano-9-4-22-22-00-prognostika-stoichimatos
4862,36358,2022-05-09 12:57:56.320000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,inter-maiami-nioy-ingklant-9-4-22-22-00-prognostika-stoichimatos
4863,36359,2022-05-09 12:57:57.584000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,oyn-katolika-la-serena-10-4-22-03-00-prognostika-stoichimatos
4864,36360,2022-05-09 12:57:58.007000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,amperntin-ros-kaoynti-9-4-22-17-00-prognostika-stoichimatos
4865,36361,2022-05-09 12:57:59.521000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,mpagern-aoygksmpoyrgk-9-4-22-16-30-prognostika-stoichimatos
4866,36362,2022-05-09 12:58:03.371000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,panaitolikos-atromitos-9-4-22-20-30-prognostika-stoichimatos
4867,36363,2022-05-10 14:19:00.339000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,amperntin-ros-kaoynti-9-4-22-17-00-prognostika-stoichimatos
4868,36364,2022-05-10 14:19:01.747000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,pasos-fereira-maritimo-9-4-22-17-30-prognostika-stoichimatos
4869,36365,2022-05-10 14:19:04.101000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,inter-maiami-nioy-ingklant-9-4-22-22-00-prognostika-stoichimatos
4870,36366,2022-05-10 14:19:05.409000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,amperntin-ros-kaoynti-9-4-22-17-00-prognostika-stoichimatos
4871,36367,2022-05-10 14:19:06.643000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,pasos-fereira-maritimo-9-4-22-17-30-prognostika-stoichimatos
4872,36377,2022-05-10 14:19:51.423000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon TUR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%ba%ce%b1%cf%8a%cf%83%ce%b5%cf%81%ce%b9%cf%83%cf%80%ce%bf%cf%81-%cf%84%cf%81%ce%b1%ce%bc%cf%80%ce%b6%c"
4873,36383,2022-05-10 14:19:51.528000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%bc%cf%80%cf%81%ce%b5%ce%bd%cf%84%ce%b1-%ce%bd%cf%84%ce%b5%ce%bd-%cf%87%ce%b1%ce%b1%ce%b3%ce%ba-10-5-2"
4874,36384,2022-05-10 14:19:51.544000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%b5%ce%be%ce%b5%ce%bb%cf%83%ce%b9%ce%bf%cf%81-%cf%81%ce%bf%ce%bd%cf%84%ce%b1-10-5-22-2200-%cf%80%cf%81"
4875,36385,2022-05-10 14:19:54.334000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon TUR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%ba%ce%b1%cf%8a%cf%83%ce%b5%cf%81%ce%b9%cf%83%cf%80%ce%bf%cf%81-%cf%84%cf%81%ce%b1%ce%bc%cf%80%ce%b6%c"
4876,36386,2022-05-10 14:19:54.353000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%bc%cf%80%cf%81%ce%b5%ce%bd%cf%84%ce%b1-%ce%bd%cf%84%ce%b5%ce%bd-%cf%87%ce%b1%ce%b1%ce%b3%ce%ba-10-5-2"
4877,36387,2022-05-10 14:19:54.367000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%b5%ce%be%ce%b5%ce%bb%cf%83%ce%b9%ce%bf%cf%81-%cf%81%ce%bf%ce%bd%cf%84%ce%b1-10-5-22-2200-%cf%80%cf%81"
4878,36388,2022-05-10 14:19:56.837000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%bd%cf%84%ce%b5-%ce%b3%ce%ba%cf%81%ce%b1%ce%b1%cf%86%cf%83%cf%84%cf%83%ce%b1%cf%80-%cf%86%ce%ba-%ce%b1"
4879,36403,2022-05-10 14:21:27.235000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,sent-miren-reintzers-10-4-22-14-00-prognostika-stoichimatos
4880,36404,2022-05-10 14:21:35.833000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,ntegkerfors-chaken-9-4-22-18-30-prognostika-stoichimatos
4881,36405,2022-05-10 14:21:41.364000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,soyntsval-chamarmpi-9-4-22-16-00-prognostika-stoichimatos
4882,36406,2022-05-10 14:21:48.729000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,tontela-sportingk-9-4-22-22-30-prognostika-stoichimatos
4883,36407,2022-05-10 14:21:51.089000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,mpenfika-mpelenenses-9-4-22-20-00-prognostika-stoichimatos
4884,36408,2022-05-10 14:21:53.457000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,ponte-preta-gkremio-9-4-22-22-30-prognostika-stoichimatos
4885,36409,2022-05-10 14:21:55.826000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,pasos-fereira-maritimo-9-4-22-17-30-prognostika-stoichimatos
4886,36410,2022-05-10 14:21:58.157000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,sapekoense-itoyano-9-4-22-22-00-prognostika-stoichimatos
4887,36411,2022-05-10 14:22:00.414000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,inter-maiami-nioy-ingklant-9-4-22-22-00-prognostika-stoichimatos
4888,36412,2022-05-10 14:22:05.494000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,oyn-katolika-la-serena-10-4-22-03-00-prognostika-stoichimatos
4889,36413,2022-05-10 14:22:08.332000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,amperntin-ros-kaoynti-9-4-22-17-00-prognostika-stoichimatos
4890,36414,2022-05-10 14:22:10.457000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,mpagern-aoygksmpoyrgk-9-4-22-16-30-prognostika-stoichimatos
4891,36415,2022-05-10 14:22:12.705000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,panaitolikos-atromitos-9-4-22-20-30-prognostika-stoichimatos
4892,36416,2022-05-11 19:11:54.720000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,amperntin-ros-kaoynti-9-4-22-17-00-prognostika-stoichimatos
4893,36417,2022-05-11 19:11:56.162000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,pasos-fereira-maritimo-9-4-22-17-30-prognostika-stoichimatos
4894,36418,2022-05-11 19:11:59.522000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,inter-maiami-nioy-ingklant-9-4-22-22-00-prognostika-stoichimatos
4895,36419,2022-05-11 19:12:01.665000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,amperntin-ros-kaoynti-9-4-22-17-00-prognostika-stoichimatos
4896,36420,2022-05-11 19:12:03.102000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,pasos-fereira-maritimo-9-4-22-17-30-prognostika-stoichimatos
4897,36467,2022-05-11 19:12:31.101000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon TUR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%cf%83%ce%b9%ce%b2%ce%b1%cf%83%cf%80%ce%bf%cf%81-%ce%b1%ce%bb%ce%b1%ce%bd%ce%b9%ce%b1%cf%83%cf%80%ce%bf%c"
4898,36478,2022-05-11 19:12:33.663000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon TUR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%ba%ce%b1%cf%8a%cf%83%ce%b5%cf%81%ce%b9%cf%83%cf%80%ce%bf%cf%81-%cf%84%cf%81%ce%b1%ce%bc%cf%80%ce%b6%c"
4899,36479,2022-05-11 19:12:35.063000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%bc%cf%80%cf%81%ce%b5%ce%bd%cf%84%ce%b1-%ce%bd%cf%84%ce%b5%ce%bd-%cf%87%ce%b1%ce%b1%ce%b3%ce%ba-10-5-2"
4900,36480,2022-05-11 19:12:35.077000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%b5%ce%be%ce%b5%ce%bb%cf%83%ce%b9%ce%bf%cf%81-%cf%81%ce%bf%ce%bd%cf%84%ce%b1-10-5-22-2200-%cf%80%cf%81"
4901,36481,2022-05-11 19:12:35.094000,com.milan.tipster.error.exception.TipsterException: Competition not found in DB!,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://mobile.matchmoney.com.gr/analuseis-agonon/%ce%bd%cf%84%ce%b5-%ce%b3%ce%ba%cf%81%ce%b1%ce%b1%cf%86%cf%83%cf%84%cf%83%ce%b1%cf%80-%cf%86%ce%ba-%ce%b1"
4902,36538,2022-05-11 19:13:58.297000,org.springframework.dao.IncorrectResultSizeDataAccessException: query did not return a unique result: 2; nested exception is javax.persistence.NonUniqueResultException: query did not return a unique result: 2,,sent-miren-reintzers-10-4-22-14-00-prognostika-stoichimatos
